x,y
7402,6143
7393.6376953125,6137.6240234375
7387.0576171875,6130.11669921875
7381.71923828125,6121.66796875
7377.220703125,6112.73974609375
7373.3330078125,6103.52783203125
7369.90234375,6094.1357421875
7366.8369140625,6084.6171875
7364.0703125,6075.0078125
7361.55224609375,6065.330078125
7359.24853515625,6055.59912109375
7357.12939453125,6045.826171875
7355.17529296875,6036.01904296875
7353.36865234375,6026.18310546875
7351.70166015625,6016.3232421875
7350.16064453125,6006.4423828125
7348.77783203125,5996.53857421875
7347.4990234375,5986.62060546875
7346.2998046875,5976.6923828125
7345.15869140625,5966.7578125
7344.064453125,5956.8173828125
7343.01025390625,5946.873046875
7341.98046875,5936.92626953125
7340.984375,5926.9755859375
7340.0146484375,5917.0224609375
7339.05810546875,5907.06787109375
7338.134765625,5897.11083984375
7337.21875,5887.15234375
7336.32763671875,5877.19189453125
7335.4453125,5867.23095703125
7334.5830078125,5857.26806640625
7333.7294921875,5847.30419921875
7332.892578125,5837.3388671875
7332.06396484375,5827.373046875
7331.25,5817.40625
7330.44287109375,5807.4384765625
7329.65185546875,5797.4697265625
7328.8642578125,5787.50048828125
7328.09375,5777.52978515625
7327.3232421875,5767.5595703125
7326.572265625,5757.58740234375
7325.82177734375,5747.61572265625
7325.08544921875,5737.642578125
7324.3544921875,5727.6689453125
7323.6318359375,5717.69482421875
7322.91943359375,5707.72021484375
7322.21044921875,5697.7451171875
7321.51611328125,5687.76904296875
7320.822265625,5677.79296875
7320.1435546875,5667.81591796875
7319.466796875,5657.83837890625
7318.7998046875,5647.8603515625
7318.1416015625,5637.8818359375
7317.486328125,5627.9033203125
7316.84619140625,5617.92333984375
7316.2060546875,5607.94384765625
7315.57958984375,5597.962890625
7314.95751953125,5587.982421875
7314.34326171875,5578.0009765625
7313.73974609375,5568.01904296875
7313.13720703125,5558.037109375
7312.552734375,5548.0537109375
7311.96826171875,5538.07080078125
7311.39794921875,5528.0869140625
7310.8330078125,5518.1025390625
7310.27587890625,5508.11767578125
7309.7314453125,5498.13232421875
7309.1884765625,5488.14697265625
7308.66552734375,5478.16015625
7308.14306640625,5468.173828125
7307.63818359375,5458.1865234375
7307.13818359375,5448.19873046875
7306.65087890625,5438.21044921875
7306.17529296875,5428.2216796875
7305.7080078125,5418.23193359375
7305.2578125,5408.2421875
7304.8125,5398.251953125
7304.39111328125,5388.26025390625
7303.9736328125,5378.26904296875
7303.6123046875,5368.275390625
7303.2509765625,5358.28173828125
7302.89013671875,5348.2880859375
7302.52880859375,5338.2939453125
7302.16748046875,5328.30029296875
7301.80615234375,5318.306640625
7301.44482421875,5308.31298828125
7301.083984375,5298.3193359375
7300.72265625,5288.32568359375
7300.361328125,5278.33203125
7300,5268.33837890625
7299.63916015625,5258.3447265625
7299.27783203125,5248.35107421875
7298.91650390625,5238.35693359375
7298.55517578125,5228.36328125
7298.19384765625,5218.36962890625
7293.5009765625,5211.92041015625
7283.77685546875,5209.58642578125
7274.052734375,5207.25244140625
7264.32861328125,5204.9189453125
7254.6044921875,5202.5849609375
7244.86865234375,5200.302734375
7235.09912109375,5198.16748046875
7225.30517578125,5196.14599609375
7215.48291015625,5194.27001953125
7205.61962890625,5192.62158203125
7195.70556640625,5191.3212890625
7185.73291015625,5190.61376953125
7175.755859375,5191.07666015625
7166.38232421875,5194.3095703125
7160.86279296875,5202.37890625
7159.96337890625,5212.30810546875
7159.11962890625,5222.26806640625
7157.435546875,5232.12353515625
7155.14501953125,5241.8564453125
7152.3876953125,5251.4677734375
7149.248046875,5260.9619140625
7145.7900390625,5270.3447265625
7142.05126953125,5279.619140625
7138.06201171875,5288.78857421875
7133.841796875,5297.8544921875
7129.400390625,5306.81396484375
7124.74853515625,5315.666015625
7119.892578125,5324.40771484375
7114.83447265625,5333.03369140625
7109.5703125,5341.5361328125
7104.091796875,5349.90185546875
7098.390625,5358.1171875
7092.45361328125,5366.16357421875
7086.26025390625,5374.01416015625
7079.787109375,5381.6357421875
7072.9951171875,5388.974609375
7065.89990234375,5396.02099609375
7058.5498046875,5402.80078125
7050.9365234375,5409.28271484375
7043.0625,5415.44677734375
7034.93408203125,5421.27001953125
7026.55908203125,5426.73291015625
7017.947265625,5431.814453125
7009.1123046875,5436.4970703125
7000.06884765625,5440.76220703125
6990.83349609375,5444.59619140625
6981.4248046875,5447.9814453125
6971.8642578125,5450.90966796875
6962.17431640625,5453.3759765625
6952.37646484375,5455.3720703125
6942.49365234375,5456.89501953125
6932.55078125,5457.95068359375
6922.56884765625,5458.537109375
6912.5703125,5458.6630859375
6902.576171875,5458.3388671875
6892.6064453125,5457.5703125
6882.6796875,5456.37060546875
